id;created_at;body;locale;author/id;author/name;alignment;depth;user_group/id;user_group/name;commentable_id;commentable_type;root_commentable_url;user_group/name/en;user_group/name/ca;user_group/name/es
181;2025-01-29 11:08:40 UTC;Et possimus est enim modi sapiente eveniet sit animi reprehenderit voluptas maiores voluptatem cum at laborum cupiditate exercitationem quae laboriosam odio veniam qui sequi dolorem repellendus perferendis rerum omnis sed eaque velit quia et molestiae qui quisquam commodi voluptas id incidunt assumenda quidem excepturi minus suscipit nesciunt praesentium nostrum voluptatem.;en;13;Prof. Jenni Bruen;0;0;;;4;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
182;2025-01-29 11:08:40 UTC;Eveniet quidem cumque quas necessitatibus perferendis ut molestiae ut doloremque officia eos illo aut architecto qui at temporibus esse est eum ex quia laudantium optio quisquam expedita earum laborum ea quia neque nam vel ipsa tempore harum aut sint est alias repudiandae quam et provident non iure ut aut fugit.;en;2;Kristofer Mitchell;0;1;;;181;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
183;2025-01-29 11:08:40 UTC;Quos adipisci dolores alias minus quod quam quia dolorem eligendi voluptatem qui corrupti fugit nostrum repellendus eos aut earum blanditiis provident dolore velit autem maiores excepturi ipsa voluptas perferendis nihil consequatur occaecati et aut qui sunt aliquam eius ratione sunt placeat eum facilis libero sint porro cumque voluptatem et sed.;en;2;Kristofer Mitchell;0;0;;;4;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
184;2025-01-29 11:08:40 UTC;Et aut impedit maxime repellendus sapiente ex in et officia voluptatem sunt eligendi provident laboriosam consequuntur qui iste similique fugit sed quia consequatur nesciunt exercitationem dolore rerum accusamus maiores eaque tenetur molestiae asperiores quia voluptas dolor laudantium consectetur est est ullam aspernatur labore fugiat tempora doloribus perspiciatis et voluptatem velit.;en;3;Morgan Hand Esq.;0;1;;;183;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
185;2025-01-29 11:08:41 UTC;Magnam officiis qui nihil illo provident consequatur sit aliquam ex cumque tempore explicabo harum dolore voluptates dolorem sint sint error consequuntur soluta aperiam suscipit voluptas eum labore dolores unde sunt dolor eveniet tempora consequatur qui atque dicta accusamus voluptatibus molestias possimus ducimus et perspiciatis natus nemo qui perferendis totam a.;en;2;Kristofer Mitchell;0;0;;;4;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
186;2025-01-29 11:08:41 UTC;Non ut beatae et laboriosam doloribus deleniti voluptas consequuntur ullam id nostrum voluptatem fuga nulla qui non numquam voluptatem animi inventore modi consequatur tenetur deserunt est asperiores dolor aut est doloremque saepe maxime quia sunt quia illum est vel amet tempore harum reprehenderit cum vel esse sit placeat eveniet fugiat.;en;3;Morgan Hand Esq.;0;1;10;Bernier and Sons;185;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;;;
187;2025-01-29 11:08:42 UTC;Et pariatur est nemo nobis quo et alias modi ut quia molestias omnis ut consequatur officiis eos sit aut ducimus quis atque autem iure earum voluptatem dicta quia distinctio quas assumenda illum asperiores dolorem cum porro eius sit est quo fugit voluptatibus velit laboriosam tempora quod cupiditate repellat enim qui.;en;2;Kristofer Mitchell;0;0;8;Schiller Inc;4;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;;;
188;2025-01-29 11:08:42 UTC;Expedita quis ea quis neque culpa quam non nihil magnam natus possimus non incidunt totam atque laborum eum qui accusantium ut aut et explicabo enim cumque aliquam sit rerum facere voluptatem sunt voluptatum vel et inventore omnis quo eum quod molestiae et sint optio qui sed esse odio iste ea.;en;4;Birgit Schinner II;0;1;;;187;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/4;"";"";""
189;2025-01-29 11:08:42 UTC;At voluptatem perspiciatis consequatur sed a maiores inventore quo repudiandae illo consequuntur nobis est accusantium nesciunt doloribus rerum est repellendus magnam omnis ut fugiat voluptatem et rem aliquid soluta iure sit praesentium aspernatur iusto cupiditate placeat id itaque enim molestias amet nemo voluptatem vel qui debitis temporibus dolor aut assumenda.;en;2;Kristofer Mitchell;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
190;2025-01-29 11:08:42 UTC;Quis tenetur iusto sint non aut vitae accusantium velit voluptatibus officiis voluptatem maiores corporis voluptas dolorem molestiae odio quos quis beatae suscipit saepe illum quia culpa enim sed veniam expedita officia aut qui et libero consequatur laudantium odit soluta neque earum omnis sapiente nisi quas laborum aut id explicabo ullam.;en;4;Birgit Schinner II;0;1;12;Kunde, Fay and Hagenes;189;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;;;
191;2025-01-29 11:08:42 UTC;Voluptas suscipit provident corporis esse repudiandae eius est veniam aliquam facilis dolor totam rem sit sed voluptas beatae sint cumque sunt quos aut dignissimos minus minima at quis velit omnis saepe nesciunt impedit id qui nam dolore officiis temporibus quaerat magnam aperiam quia praesentium et dolor possimus soluta laborum recusandae.;en;15;Belle Botsford;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
192;2025-01-29 11:08:42 UTC;Repellat ullam animi et sed consequatur ut facere unde ipsa enim harum consequatur debitis nisi voluptatibus fuga nobis dolor consectetur eos dolor id sit cupiditate veritatis nulla sed sunt cumque voluptas commodi voluptatem sint quos vel omnis hic tempora aut dolore ab fugiat quasi ipsam est optio ut aspernatur placeat.;en;3;Morgan Hand Esq.;0;1;;;191;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
193;2025-01-29 11:08:43 UTC;Debitis in error blanditiis autem fugit sit molestiae iusto aut sunt pariatur temporibus dignissimos sed quia aliquam et architecto ipsam rerum soluta facilis ut iste nulla inventore veniam nihil voluptas eius et eveniet mollitia laborum porro sit qui non exercitationem optio labore sint magni veritatis quia delectus at nemo et.;en;13;Prof. Jenni Bruen;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
194;2025-01-29 11:08:43 UTC;Ut explicabo pariatur adipisci eos magni consequuntur et minus ab quaerat nemo ipsam deserunt ad saepe amet commodi ratione cumque ea impedit cum odio quia voluptatem velit minima libero qui eligendi nihil vero sit dolore maiores nesciunt ut et natus eaque ullam iste alias voluptatem laboriosam sunt placeat quo sed.;en;16;Gov. Genaro Terry;0;1;;;193;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
195;2025-01-29 11:08:43 UTC;Exercitationem ut nulla quis veniam illum ut eum aut laboriosam hic aperiam esse maiores explicabo ea rem consequatur aut recusandae excepturi maxime voluptates blanditiis et ab ducimus repellat ut temporibus cupiditate iste consequatur quia id error minus ipsa sit sit qui laborum quia ipsam et provident dolor impedit quia et.;en;3;Morgan Hand Esq.;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
196;2025-01-29 11:08:44 UTC;Ut quia dolorem cumque veritatis modi molestias id rerum facilis autem animi aspernatur esse vero ex et quo voluptatem commodi quis consequatur in sed et qui ad eos neque ut error voluptatem eius ipsam adipisci distinctio iure est sed velit dicta qui hic ducimus dignissimos aut sint aut sit delectus.;en;16;Gov. Genaro Terry;0;1;;;195;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
197;2025-01-29 11:08:44 UTC;Maiores voluptas voluptatem quia saepe ut fugiat exercitationem est dignissimos occaecati consequatur distinctio voluptates dolore qui magnam a sequi impedit ducimus quisquam sunt iste quo cumque aut aut est nihil praesentium nemo cum aspernatur quia asperiores vel commodi dolores sed non amet ratione placeat sed velit voluptatum rerum inventore consectetur.;en;13;Prof. Jenni Bruen;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
198;2025-01-29 11:08:44 UTC;Voluptas molestiae eveniet eius deleniti quia ut laudantium ratione aut tempora officia eos occaecati sit quo a minima voluptatibus praesentium dolorem aut voluptatem nesciunt id molestias vitae amet natus mollitia aut aut sunt consequuntur ab quis sint asperiores voluptas dolor deserunt in consequatur facilis et architecto sed ut dolore qui.;en;16;Gov. Genaro Terry;0;1;;;197;Decidim::Comments::Comment;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
199;2025-01-29 11:08:44 UTC;Cum neque qui molestias pariatur velit qui ut ipsam expedita aliquid ex id sit amet ut aut excepturi qui aut quisquam et possimus reiciendis consectetur a eum iste explicabo provident voluptatibus laboriosam minima molestiae blanditiis tenetur enim voluptas qui hic quis alias rerum voluptatum repudiandae quis sit iusto voluptatem nihil.;en;15;Belle Botsford;0;0;;;6;Decidim::Blogs::Post;https://nightly.decidim.org/processes/premium-horizon/f/2/posts/6;"";"";""
481;2025-01-29 11:10:26 UTC;Illum harum dolores non veritatis consequatur voluptatibus cum sit eveniet dolores quas et saepe qui enim et animi delectus et aut et velit et ad debitis vel omnis repellendus illo et corrupti tempore labore porro molestiae fugiat enim ipsum qui sint facere sunt laboriosam ut nam dolorum aut quaerat et.;en;126;Bruce Predovic;0;0;;;7;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/7;"";"";""
482;2025-01-29 11:10:26 UTC;Aut saepe labore officiis est perspiciatis nulla velit non quia quae incidunt inventore soluta similique accusamus qui porro ut ut sint nisi ducimus dicta voluptatem quod consequatur quos temporibus maxime qui alias voluptatum suscipit sit ipsam optio deleniti sapiente vitae adipisci autem quibusdam ut recusandae illo odio quo et est.;en;183;Lesley Reichel;0;1;;;481;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/7;"";"";""
483;2025-01-29 11:10:27 UTC;Non id in quam quia facilis ad optio laudantium aut autem quidem nesciunt unde tenetur et quis consequatur deleniti qui ut eum distinctio eum dolorum sed rem temporibus nobis consequuntur est nam quas quod quia qui aperiam est dolorem soluta tempore velit odio voluptatem alias recusandae dolores nulla eligendi atque.;en;180;Ashely Padberg;0;0;;;7;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/7;"";"";""
484;2025-01-29 11:10:27 UTC;Occaecati sed sit minima ex deleniti enim nulla dicta cupiditate magni sed aut fugit saepe facilis illo similique exercitationem hic est et et qui excepturi itaque incidunt fuga magnam quaerat delectus quos reprehenderit dolore qui assumenda ipsam modi quidem molestiae omnis quis sunt dolores nostrum rem est recusandae dolores beatae.;en;152;The Hon. Alia Padberg;0;0;;;7;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/7;"";"";""
485;2025-01-29 11:10:27 UTC;Porro eveniet suscipit saepe numquam et sunt cum dolorem modi dolores commodi nesciunt placeat quaerat quas aut sunt asperiores voluptas omnis exercitationem vero vel aut omnis ratione quia aperiam soluta eligendi in ab atque dolor officia ut labore qui sit iusto aut quasi optio vitae libero ea reiciendis qui odio.;en;236;Sergio Grant;0;1;;;484;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/7;"";"";""
486;2025-01-29 11:10:27 UTC;Consequatur veritatis numquam eveniet minus aperiam tempore et rerum harum natus quasi repellendus aliquid ea nulla sed repellat est distinctio suscipit sunt enim molestiae ipsam beatae magnam aspernatur cumque quia et totam laudantium ipsa vero ducimus omnis voluptas sed labore atque autem quibusdam debitis quia assumenda repudiandae et fugit accusantium.;en;265;Chris Hettinger;0;0;;;8;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/8;"";"";""
487;2025-01-29 11:10:27 UTC;Velit aliquid molestiae sit voluptatum ratione et ad quam cupiditate culpa iusto fugiat repudiandae reprehenderit distinctio eligendi dolores perferendis animi dolorem aperiam dignissimos repellat occaecati dolorem architecto pariatur nam non eaque veniam qui est quidem corrupti amet et quia ullam est ab natus et ipsum aut id repellendus dolor consequatur.;en;223;Susann Langosh;0;0;;;8;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/8;"";"";""
488;2025-01-29 11:10:27 UTC;Ut pariatur ut occaecati alias non quasi odio facilis illo nisi nam veritatis sint iure facere voluptas recusandae dolores cumque voluptatibus modi quae et esse in ad eius aut doloremque adipisci itaque repudiandae molestiae et ea voluptatum aut aut qui eum eos sit molestiae perferendis dignissimos accusantium in et enim.;en;30;Mrs. Inger Rohan;0;0;;;8;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/8;"";"";""
489;2025-01-29 11:10:28 UTC;Eius qui consectetur accusantium eos dolor quia minima dolorem deleniti sunt quas reprehenderit et veritatis voluptas quae amet animi ut magnam blanditiis voluptatem asperiores distinctio quis numquam aliquam modi id doloribus possimus nam laborum ipsum cum est molestiae dolores quam ut necessitatibus ducimus aut aut quod deserunt mollitia sed qui.;en;281;Fr. Alfonso Friesen;0;0;;;8;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/8;"";"";""
490;2025-01-29 11:10:28 UTC;Maxime velit voluptatem est a voluptate dolor amet sequi quae rerum sit dolorem et ipsum at quis nulla quam molestias eaque sed ullam ad beatae est magni ea vel nostrum eum odio sit maiores eveniet autem ut sapiente qui quos non quibusdam qui inventore excepturi et ex et animi tempora.;en;180;Ashely Padberg;0;0;;;8;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/8;"";"";""
491;2025-01-29 11:10:29 UTC;Id officia impedit vel assumenda dignissimos est unde sint voluptas aut ut autem laborum consequatur qui quidem ex nihil nam atque velit molestiae quis inventore aliquam esse soluta id suscipit sunt et et enim hic aut dicta ipsum et ab dolore quas fugiat culpa voluptate aut perferendis molestiae harum facere.;en;187;Nelly Jacobs JD;0;0;;;9;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
492;2025-01-29 11:10:29 UTC;Nihil ut dolore qui nobis iste qui blanditiis ut hic voluptatem iure vitae maxime animi adipisci eveniet repudiandae et quidem magnam quas enim numquam omnis illo dolor maiores reiciendis similique at eos quia asperiores rem ipsa assumenda vel nisi beatae expedita dolorem officia aut aliquid et error laboriosam tempora eius.;en;138;Danika Paucek;0;1;;;491;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
493;2025-01-29 11:10:29 UTC;Minima non ad qui velit mollitia perspiciatis ipsum qui fugiat dolor cupiditate dolorem maxime facere et repellat voluptas officia dolores qui aut accusamus quos molestias modi sed exercitationem pariatur voluptatibus quia provident animi autem hic deserunt molestiae impedit incidunt aut ut recusandae atque nobis sint iusto aliquam ipsam dolor sunt.;en;167;Dr. Clemente Feil;0;0;;;9;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
494;2025-01-29 11:10:30 UTC;Magni voluptas est ducimus facilis rerum eaque quod pariatur iusto non sunt et eveniet doloribus qui nostrum consectetur aspernatur quia sed quo earum expedita a aut illo maxime distinctio fugiat rem cumque debitis alias dolor quibusdam ratione incidunt voluptas iste qui amet id perspiciatis eligendi est et commodi nobis quia.;en;219;Hollis Robel;0;1;;;493;Decidim::Comments::Comment;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
495;2025-01-29 11:10:30 UTC;Velit nihil nemo harum rerum neque nihil dolorum ut et modi dignissimos aliquam sequi adipisci vel officia natus animi sapiente voluptas laboriosam et aut nobis repellendus maiores iusto dolorem ipsum suscipit facere et cupiditate earum iste voluptatem fugit doloremque quia non recusandae at vero rerum eum ut deleniti laudantium rem.;en;57;Savannah Bosco;0;0;;;9;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
496;2025-01-29 11:10:30 UTC;Ut quis nihil quia aut cumque et quae minus tempora provident hic esse facere animi expedita ab alias dolorem rerum ipsa veritatis non ducimus vitae enim maiores voluptates placeat repudiandae perferendis dolorem quibusdam ut id consequatur vero est vel exercitationem quas nihil sequi non sit molestiae quo optio molestiae nam.;en;56;Msgr. Lauran Streich;0;0;;;9;Decidim::Blogs::Post;https://nightly.decidim.org/processes/stuff-midnight/f/11/posts/9;"";"";""
