id;author/id;author/name;author/url;participatory_space/id;participatory_space/url;taxonomies/ids;component/id;title/ca;title/en;title/machine_translations/es;description/ca;description/en;description/machine_translations/es;start_time;end_time;attendees;contributions;organizations;address;location;reference;attachments;url;related_proposals;related_results;published;withdrawn;withdrawn_at;location_hints;created_at;updated_at;latitude;longitude;follows_count;private_meeting;transparent;registration_form_enabled;comments/start_time;comments/end_time;comments/enabled;comments/count;online_meeting_url;closing_visible;closing_report;attending_organizations;registration_url;decidim_user_group_id;decidim_author_type;video_url;audio_url;closed_at;registration_terms/ca;registration_terms/en;registration_terms/machine_translations/es;available_slots;registrations_enabled;customize_registration_email;type_of_meeting;iframe_access_level;iframe_embed_type;reserved_slots;registration_type;location/ca;location/en;location/machine_translations/es;location_hints/ca;location_hints/en;location_hints/machine_translations/es
11;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Adipisci ullam.;Et architecto.;Vero non.;<p>Dolorem enim nihil. Sunt et placeat. Sapiente id pariatur.</p>;<p>Sed voluptas sint. Earum in est. Accusantium ex qui.</p>;<p>Enim aut et. Doloribus et voluptate. Vero iste non.</p>;2025-05-28 00:00:00 UTC;2025-05-28 02:00:00 UTC;0;0;;152 Von Mill 96333-4162 Eleonormouth;;NIGHT-MEET-2025-01-11;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/11;"";"";true;false;;;2025-01-29 11:10:33 UTC;2025-01-29 11:10:33 UTC;;;0;false;true;false;;;true;5;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Eos voluptatem atque. Consequatur error quod. At quas error.</p>;<p>Reprehenderit eius quisquam. Dicta harum doloribus. Quis eos error.</p>;<p>Iusto eveniet aperiam. Eum consequuntur hic. Nostrum accusamus unde.</p>;50;true;false;online;all;open_in_new_tab;0;registration_disabled;;;;;;
12;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Et consequuntur.;Nemo quas.;Et qui.;<p>Dolores accusantium sit. Vitae ut cumque. Deleniti aut expedita.</p>;<p>Eligendi odit et. Fuga quasi aliquid. Quam rerum neque.</p>;<p>Nihil ut provident. Facilis voluptatem aliquid. Voluptatem officiis blanditiis.</p>;2025-04-15 00:00:00 UTC;2025-05-01 00:00:00 UTC;0;0;;221 Florentino Pike 67382-4214 Lake Norbertoborough;;NIGHT-MEET-2025-01-12;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/12;"";"";true;false;;;2025-01-29 11:10:33 UTC;2025-01-29 11:10:35 UTC;;;0;false;true;false;;;true;10;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Quia fuga consequatur. Aut ipsum laudantium. Quos alias at.</p>;<p>Unde fugiat quia. Expedita qui quam. Inventore reprehenderit assumenda.</p>;<p>Aperiam possimus cupiditate. Ea ut placeat. Est odio error.</p>;10;true;false;online;all;open_in_live_event_page;0;on_this_platform;;;;;;
13;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Blanditiis voluptas.;Expedita molestiae.;Et rerum.;<p>Tempore atque et. Consequatur voluptatum omnis. Exercitationem excepturi aut.</p>;<p>Voluptas nihil similique. Reiciendis rem aut. Necessitatibus quibusdam quos.</p>;<p>Rem et ipsum. Impedit ducimus id. Consequatur voluptatibus et.</p>;2024-11-09 00:00:00 UTC;2024-11-09 04:00:00 UTC;0;0;;91639 Grimes Mount 75656 West Donaldview;;NIGHT-MEET-2025-01-13;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/13;"";"";true;false;;;2025-01-29 11:10:35 UTC;2025-01-29 11:10:37 UTC;-0.6809202534932268;130.30988190551267;0;false;true;false;;;true;9;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Minima occaecati omnis. Rerum ducimus magni. Repellendus praesentium porro.</p>;<p>Dolor temporibus numquam. Et et nesciunt. Sapiente natus alias.</p>;<p>Esse ut a. Facere assumenda quisquam. Cupiditate ipsam et.</p>;50;true;false;hybrid;all;open_in_new_tab;0;registration_disabled;Necessitatibus sint voluptatem est consequatur id iusto et explicabo modi ea.;Architecto provident vitae rerum explicabo maiores eaque modi est quae dolore.;Sit ea quod consequatur earum rerum occaecati optio similique quis veniam.;Corrupti ut qui praesentium consequatur atque delectus accusantium.;Aperiam ut vero natus reiciendis ut voluptatem quis.;Ducimus quos et tempora aliquid libero nisi dolor.
14;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Vel atque.;Et eos.;Debitis aut.;<p>Voluptatem at dolore. Nulla sit ea. Rem amet odit.</p>;<p>Nesciunt commodi quis. Vel est et. Animi recusandae pariatur.</p>;<p>Quo qui et. Beatae hic ipsum. Neque nostrum ut.</p>;2024-11-01 00:00:00 UTC;2024-11-01 04:00:00 UTC;0;0;;242 Auer Manors 94849 Olympialand;;NIGHT-MEET-2025-01-14;3;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/14;"";"";true;false;;;2025-01-29 11:10:37 UTC;2025-01-29 11:10:38 UTC;-5.2162778823641816;-99.83999959893642;0;false;true;false;;;true;3;;;;;http://witting.test/jerrod;;Decidim::Organization;;;;<p>Eveniet similique facilis. Autem molestiae quia. Doloremque expedita aspernatur.</p>;<p>Autem ut quisquam. Qui dolores qui. Enim minus pariatur.</p>;<p>Aut voluptas ratione. Porro esse quia. Quod ut vel.</p>;10;true;false;in_person;all;none;0;on_different_platform;Sed dolore est rerum et minima mollitia culpa quasi architecto amet ipsum consectetur nemo molestiae harum ex magni quos.;Nesciunt illum atque facilis in quos enim temporibus vel ipsam iusto et perspiciatis aut itaque dicta animi quia beatae.;Sit cumque dolores consequatur voluptatem nesciunt cupiditate incidunt praesentium dolor inventore impedit quasi assumenda fuga voluptas aut accusantium non.;Recusandae blanditiis.;Hic quisquam.;Enim et.
15;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Accusantium quia.;Maxime voluptatem.;Vel est.;<p>Beatae vero illo. Et nesciunt perspiciatis. Temporibus voluptatem cum.</p>;<p>Ullam recusandae quam. Tenetur ab iste. Qui ut voluptatem.</p>;<p>Est repudiandae aperiam. Repellat nihil quaerat. Molestiae deserunt sed.</p>;2025-05-04 00:00:00 UTC;2025-05-22 00:00:00 UTC;0;0;;54264 DuBuque Court 66973 Ernestinafort;;NIGHT-MEET-2025-01-15;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/15;"";"";true;false;;;2025-01-29 11:10:38 UTC;2025-01-29 11:10:39 UTC;;;0;false;true;false;;;true;6;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Occaecati necessitatibus qui. Consequatur corporis molestias. Quia fugiat praesentium.</p>;<p>Et fugit perferendis. Repellendus voluptatum voluptas. Nam repellendus itaque.</p>;<p>Quam vel voluptatum. Ea consequuntur et. Cupiditate et saepe.</p>;30;true;false;online;all;open_in_live_event_page;0;on_this_platform;;;;;;
16;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Est consequatur.;Voluptatem amet.;Eligendi dolorem.;<p>Quisquam non cupiditate. Error vitae doloremque. Deleniti consequatur odio.</p>;<p>Aperiam eaque sunt. Explicabo eum omnis. Quis nesciunt illum.</p>;<p>Sint illo nemo. Qui id rem. Expedita dolor culpa.</p>;2025-03-09 00:00:00 UTC;2025-03-09 01:00:00 UTC;0;0;;9949 Schmitt Estate 57887 South Zaneview;;NIGHT-MEET-2025-01-16;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/16;"";"";true;false;;;2025-01-29 11:10:39 UTC;2025-01-29 11:10:42 UTC;;;0;false;true;false;;;true;10;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://hettinger.test/arnold.tillman;;Decidim::Organization;;;;<p>Ducimus et dicta. Qui reprehenderit sed. Amet distinctio labore.</p>;<p>Ut aspernatur consectetur. Quibusdam doloremque aut. Eos sapiente magni.</p>;<p>Illo exercitationem et. Aut quam illo. Eum id molestiae.</p>;20;true;false;online;all;open_in_live_event_page;0;on_different_platform;;;;;;
17;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Dolor dolorem.;Qui praesentium.;Dolorum illum.;<p>Rerum labore dicta. Ex molestiae nihil. Non architecto velit.</p>;<p>Eum repellendus adipisci. Consequatur saepe possimus. Omnis velit ut.</p>;<p>Fugiat et reiciendis. Molestias fuga hic. Architecto rerum earum.</p>;2024-10-29 00:00:00 UTC;2024-11-04 00:00:00 UTC;0;0;;466 Armstrong Heights 67760-3289 Trompberg;;NIGHT-MEET-2025-01-17;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/17;"";"";true;false;;;2025-01-29 11:10:42 UTC;2025-01-29 11:10:42 UTC;47.352215042979935;-19.887322091965558;0;false;true;false;;;true;0;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Eius quod exercitationem. Est consequatur aut. Quo aliquid itaque.</p>;<p>Odio quasi sed. Ut nesciunt voluptate. Deleniti ut animi.</p>;<p>Et et est. Dicta sed delectus. Vero odit adipisci.</p>;20;false;false;hybrid;all;open_in_live_event_page;0;registration_disabled;Et quae reiciendis cum repellat suscipit nam reprehenderit odio possimus iste aut aut.;Sed ipsam nihil iusto enim ratione placeat harum quia architecto ad qui occaecati.;Cupiditate quia facilis non quo officia soluta est voluptas eligendi doloremque laudantium eius.;Est velit voluptatem ea natus exercitationem assumenda repudiandae porro veniam cupiditate magnam dolor magni necessitatibus reiciendis.;Sunt sequi commodi amet qui doloribus et dolore nisi ut repellendus rem ad temporibus in iste.;Placeat possimus est praesentium facere dolorem omnis qui doloremque ut et nesciunt a animi in voluptates.
18;1;Nightly Decidim;https://nightly.decidim.org/;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Excepturi ipsa.;Sit quis.;A aut.;<p>Est laudantium voluptatibus. Deleniti eius neque. Voluptatem alias iure.</p>;<p>Voluptas adipisci aliquam. Vitae quo voluptatem. Voluptatem aperiam id.</p>;<p>Assumenda provident molestiae. Doloribus aut alias. Alias autem et.</p>;2025-01-18 00:00:00 UTC;2025-01-18 01:00:00 UTC;0;0;;89025 Corazon Turnpike 91512 Runolfssonfort;;NIGHT-MEET-2025-01-18;3;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/18;"";"";true;false;;;2025-01-29 11:10:42 UTC;2025-01-29 11:10:43 UTC;34.44326236891514;-25.201831154627484;0;false;true;false;;;true;4;;;;;;;Decidim::Organization;;;;<p>Dolor inventore odio. Nesciunt similique voluptas. Nisi magni excepturi.</p>;<p>Eligendi accusamus odio. Sit enim voluptatem. Iste ea quis.</p>;<p>Occaecati iusto saepe. Odio et veritatis. Illo non asperiores.</p>;30;true;false;in_person;all;none;0;on_this_platform;Et odio nihil assumenda sequi voluptatem cupiditate ut neque est explicabo non.;Voluptatem dolorem at quidem unde et doloribus minima autem quis animi culpa.;Non dolore inventore quasi ut maxime dolorem numquam est nihil laboriosam vel.;Laborum quia occaecati dolorem voluptas.;Reiciendis inventore dicta voluptatem aut.;Ut magni esse est temporibus.
19;239;Moon Farrell;https://nightly.decidim.org/profiles/odessa_fahey-8817;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Ut et.;Nemo vel.;Sapiente natus.;<p>Quaerat dolor corporis. Et voluptate quo. Aut occaecati voluptatibus.</p>;<p>Laboriosam accusamus aut. Blanditiis qui ratione. Delectus at sunt.</p>;<p>Quis neque sunt. Pariatur rerum ut. Accusantium illum id.</p>;2025-05-14 00:00:00 UTC;2025-05-14 03:00:00 UTC;0;0;;68333 Gabriel Camp 06198 Robertschester;;NIGHT-MEET-2025-01-19;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/19;"";"";true;false;;;2025-01-29 11:10:43 UTC;2025-01-29 11:10:44 UTC;66.11503777563888;161.63851975930925;0;false;true;false;;;true;4;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::UserBaseEntity;;;;<p>Dolorem dolores officiis. Aliquam consequatur sit. Esse voluptatem dolorum.</p>;<p>Doloribus vero iste. Eaque doloremque molestiae. Aut id sed.</p>;<p>Et necessitatibus nisi. Consequatur officiis aspernatur. Ea ut hic.</p>;40;true;false;hybrid;all;embed_in_meeting_page;0;on_this_platform;Numquam facere eos sunt rem et quia optio enim corporis aut aut tenetur culpa ducimus totam consequatur id.;Quis quia in et esse repellat cumque a voluptatum in autem qui sint itaque aut ipsum sit eum.;Quam quibusdam aliquid nesciunt omnis distinctio sint et et error beatae voluptatem eum impedit architecto eveniet omnis illo.;Est saepe incidunt nemo eaque quia voluptas deleniti sed debitis sit optio ratione omnis ad id nostrum libero.;Qui est eum assumenda provident qui aspernatur necessitatibus dolore unde est sunt facere et magnam vel sit possimus.;Necessitatibus eligendi quidem exercitationem quia iusto aperiam consequatur est fugit sit reiciendis nihil nostrum doloremque magni qui ipsa.
20;4;Birgit Schinner II;https://nightly.decidim.org/profiles/maudie-813;2;https://nightly.decidim.org/processes/stuff-midnight;"";14;Nobis recusandae.;Quos sequi.;Id omnis.;<p>Praesentium et et. Harum incidunt veniam. Dolore occaecati autem.</p>;<p>Asperiores molestiae et. Beatae molestiae omnis. Libero eos qui.</p>;<p>Laborum tempore iste. Et ut nam. Illum et reprehenderit.</p>;2024-11-24 00:00:00 UTC;2024-11-24 03:00:00 UTC;0;0;;49454 Carlita Club 23729-2509 Port Ellan;;NIGHT-MEET-2025-01-20;0;https://nightly.decidim.org/processes/stuff-midnight/f/14/meetings/20;"";"";true;false;;;2025-01-29 11:10:44 UTC;2025-01-29 11:10:45 UTC;;;0;false;true;false;;;true;4;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://blick.test/renda;12;Decidim::UserBaseEntity;;;;<p>Rerum voluptatum dicta. Sed debitis at. Et corporis nulla.</p>;<p>Qui ab et. Reiciendis nesciunt sequi. Incidunt tempora explicabo.</p>;<p>A illum nam. Eveniet molestias et. Adipisci sunt perferendis.</p>;40;false;false;online;all;open_in_new_tab;0;on_different_platform;;;;;;
21;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;A incidunt.;Omnis nemo.;Minima et.;<p>Quis laboriosam magnam. Excepturi dolorum neque. Non et illum.</p>;<p>Aliquam quo veniam. Rerum molestias labore. Aspernatur aliquid ipsa.</p>;<p>Et est quia. Aut et autem. Ut excepturi molestiae.</p>;2025-05-22 00:00:00 UTC;2025-05-28 00:00:00 UTC;0;0;;210 Bechtelar Center 16403 Bayerbury;;NIGHT-MEET-2025-01-21;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/21;"";"";true;false;;;2025-01-29 11:11:56 UTC;2025-01-29 11:11:59 UTC;;;0;false;true;false;;;true;11;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Sed accusantium consequatur. A dicta sed. Dolor consequatur autem.</p>;<p>Quidem illo aliquid. Quia est nulla. Doloremque libero ipsa.</p>;<p>Modi beatae saepe. Autem enim et. Quod vitae et.</p>;20;true;false;online;all;open_in_live_event_page;0;on_this_platform;;;;;;
22;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Minus eaque.;Totam animi.;Dolorem voluptatum.;<p>Alias magni neque. Laboriosam cupiditate illum. Quidem qui ut.</p>;<p>Consequatur harum ducimus. Iste sed soluta. Debitis impedit cupiditate.</p>;<p>Sit harum autem. Sit quod aut. Error ut nostrum.</p>;2025-04-06 00:00:00 UTC;2025-04-06 02:00:00 UTC;0;0;;365 Chadwick Spurs 24628 Dannetteview;;NIGHT-MEET-2025-01-22;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/22;"";"";true;false;;;2025-01-29 11:11:59 UTC;2025-01-29 11:12:01 UTC;;;0;false;true;false;;;true;8;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Et saepe sed. Nisi in sit. Natus expedita laboriosam.</p>;<p>Tempore quod illo. Voluptate omnis ab. Molestiae cumque exercitationem.</p>;<p>Et sint aut. Omnis libero laborum. Laudantium eveniet a.</p>;20;false;false;online;all;open_in_live_event_page;0;registration_disabled;;;;;;
23;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Minima consequatur.;Sunt ea.;Quae delectus.;<p>Et earum sit. Ut aliquam eveniet. Impedit mollitia minus.</p>;<p>Ex porro amet. Veritatis dignissimos qui. Dolor doloribus dolores.</p>;<p>Omnis voluptas qui. Voluptas non minus. A natus quo.</p>;2025-04-03 00:00:00 UTC;2025-04-12 00:00:00 UTC;0;0;;529 Auer Lake 23545-1430 South Mirtha;;NIGHT-MEET-2025-01-23;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/23;"";"";true;false;;;2025-01-29 11:12:01 UTC;2025-01-29 11:12:01 UTC;26.894544289068904;42.375485411960966;0;false;true;false;;;true;2;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::Organization;;;;<p>Ea dolores et. Error quaerat sed. Facilis aut molestiae.</p>;<p>Veritatis quasi ut. Veniam commodi cupiditate. Consequatur eum laboriosam.</p>;<p>Labore pariatur eligendi. Corrupti esse et. Provident nihil ipsum.</p>;30;true;false;hybrid;all;embed_in_meeting_page;0;on_this_platform;Quo suscipit quibusdam rerum aut velit.;Voluptatem ipsam quis mollitia nisi tempore.;Corporis et id asperiores veniam consectetur.;Provident ut et qui doloribus totam cupiditate consectetur maxime corrupti et consequuntur rerum.;Distinctio officiis modi quasi sunt illo consequatur eaque vitae quam veritatis natus maiores.;Est mollitia dolor et rerum ea officiis quo illo velit ipsum at distinctio.
24;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Ipsum ea.;Id officiis.;Ducimus provident.;<p>Fugiat accusantium aliquid. Et quia voluptatum. Itaque architecto non.</p>;<p>Assumenda commodi accusamus. Id labore sed. Ipsum accusamus adipisci.</p>;<p>A enim ut. Corrupti pariatur labore. Debitis voluptatibus quis.</p>;2024-12-12 00:00:00 UTC;2024-12-18 00:00:00 UTC;0;0;;37810 Emmanuel Island 68599-4968 Lake Jeanport;;NIGHT-MEET-2025-01-24;3;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/24;"";"";true;false;;;2025-01-29 11:12:01 UTC;2025-01-29 11:12:01 UTC;-34.64533681878511;-176.4678673609504;0;false;true;false;;;true;0;;;;;;;Decidim::Organization;;;;<p>Ut id quos. Rerum ipsa pariatur. Est et ut.</p>;<p>Et illum qui. Quasi voluptas culpa. Aut nisi suscipit.</p>;<p>Ut non rerum. Unde tempora tempore. Accusantium omnis expedita.</p>;20;false;false;in_person;all;none;0;registration_disabled;Qui vero qui tempore et quia aut et ipsam officiis ut eos voluptas incidunt dicta eos possimus officia.;Rem error tempore in consequuntur eaque quisquam non ex expedita voluptatem nostrum fugiat laboriosam esse ducimus perferendis et.;Harum enim cumque et vitae ipsum nostrum aliquam cum velit accusamus sit nihil nemo ratione odit voluptatum aspernatur.;Ipsum aut et ab est vitae quam non nihil necessitatibus ut.;Aut alias nesciunt qui quisquam voluptate sed voluptas quidem laudantium et.;Sit ducimus quas earum provident sed dolore non dolor quibusdam et.
25;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Eum exercitationem.;Hic exercitationem.;Earum eligendi.;<p>Dignissimos tempora libero. Cumque ipsa et. Voluptatem est sunt.</p>;<p>Exercitationem illum praesentium. Molestiae unde ab. Quod earum voluptas.</p>;<p>Cumque fugit esse. Sunt delectus quod. Ad ut maiores.</p>;2025-03-25 00:00:00 UTC;2025-03-25 03:00:00 UTC;0;0;;14476 Franecki Gardens 57594-9077 Lake Sandyfort;;NIGHT-MEET-2025-01-25;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/25;"";"";true;false;;;2025-01-29 11:12:02 UTC;2025-01-29 11:12:03 UTC;;;0;false;true;false;;;true;8;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://ruecker-lehner.example/chance_ullrich;;Decidim::Organization;;;;<p>Aut delectus in. Occaecati rerum magnam. Amet architecto incidunt.</p>;<p>Autem eius atque. Blanditiis exercitationem explicabo. Dolorum dignissimos reiciendis.</p>;<p>Ipsa ut saepe. Atque eveniet unde. Exercitationem ut facilis.</p>;50;false;false;online;all;embed_in_meeting_page;0;on_different_platform;;;;;;
26;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Magnam harum.;Est quia.;Qui quas.;<p>Veritatis asperiores eos. Tenetur omnis et. Quaerat eum est.</p>;<p>Nisi velit voluptatem. Quia doloremque eaque. Sunt at et.</p>;<p>Qui est voluptatem. Corrupti cum blanditiis. Doloremque magni dolorem.</p>;2025-06-03 00:00:00 UTC;2025-06-03 02:00:00 UTC;0;0;;642 Kautzer Overpass 90466 Olindamouth;;NIGHT-MEET-2025-01-26;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/26;"";"";true;false;;;2025-01-29 11:12:03 UTC;2025-01-29 11:12:04 UTC;;;0;false;true;false;;;true;6;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://treutel.test/katelyn_hessel;;Decidim::Organization;;;;<p>Impedit ratione qui. Accusamus rerum impedit. Incidunt aut repellendus.</p>;<p>Dolorem minus ipsa. Sapiente qui enim. Animi vero iusto.</p>;<p>Debitis facilis qui. Nihil ullam aut. Ratione porro qui.</p>;10;true;false;online;all;open_in_live_event_page;0;on_different_platform;;;;;;
27;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Est enim.;Maxime qui.;Est aliquid.;<p>Est recusandae molestias. Libero dolorem consequatur. Est veritatis quo.</p>;<p>Voluptas aspernatur commodi. Quam aspernatur necessitatibus. Harum id ex.</p>;<p>Est porro occaecati. Rerum sequi esse. Quo placeat id.</p>;2025-03-18 00:00:00 UTC;2025-03-20 00:00:00 UTC;0;0;;15054 Buford Grove 50001-3528 Jacalynberg;;NIGHT-MEET-2025-01-27;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/27;"";"";true;false;;;2025-01-29 11:12:04 UTC;2025-01-29 11:12:06 UTC;-5.993415617372477;22.666268260660132;0;false;true;false;;;true;7;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://reinger-kemmer.test/lady.dickinson;;Decidim::Organization;;;;<p>Molestiae consectetur mollitia. Ea perspiciatis qui. Occaecati et nesciunt.</p>;<p>Alias incidunt modi. Quidem sunt et. Voluptate blanditiis ullam.</p>;<p>Est velit illum. Odio aperiam dolores. Ipsum reprehenderit quia.</p>;50;true;false;hybrid;all;open_in_live_event_page;0;on_different_platform;Eos illo perferendis quos aperiam dolor vero quibusdam amet est dolor.;Quae enim veniam qui repellat quaerat minima unde dolorem nostrum optio.;Neque optio expedita animi a cupiditate eveniet adipisci praesentium aut quos.;Et nulla et reiciendis sapiente rerum rerum quibusdam amet temporibus debitis suscipit et expedita consequatur aut beatae enim modi.;Eos qui distinctio esse eaque quod voluptatem velit quidem aut quas qui est laboriosam ut voluptas qui nulla quisquam.;Sed adipisci voluptas sequi fugit omnis voluptatem corporis qui commodi sint dolores ut odit omnis voluptate error quaerat totam.
28;1;Nightly Decidim;https://nightly.decidim.org/;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Laboriosam vel.;Natus reiciendis.;Nisi voluptatem.;<p>Non dolor quam. Architecto quisquam sit. Reprehenderit molestias repellendus.</p>;<p>Rerum est et. Eligendi qui repellat. Minus quos aut.</p>;<p>Dolor sint velit. Tempore pariatur sed. Porro cum nihil.</p>;2024-12-27 00:00:00 UTC;2024-12-27 04:00:00 UTC;0;0;;631 Dietrich Route 40247 Luettgenville;;NIGHT-MEET-2025-01-28;3;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/28;"";"";true;false;;;2025-01-29 11:12:06 UTC;2025-01-29 11:12:07 UTC;1.0272919322513303;-36.940443057155164;0;false;true;false;;;true;5;;;;;;;Decidim::Organization;;;;<p>Commodi fugit omnis. Enim sunt perferendis. Reiciendis dolores nihil.</p>;<p>Hic vel nesciunt. Hic rerum dolorem. Exercitationem eveniet unde.</p>;<p>Nam et odit. Sit rerum non. Rerum nemo fuga.</p>;10;true;false;in_person;all;none;0;registration_disabled;Nesciunt exercitationem.;Culpa est.;Distinctio voluptate.;Iste sequi eveniet est.;Laboriosam placeat animi et.;Aut laboriosam impedit sapiente.
29;302;Jude Brakus;https://nightly.decidim.org/profiles/ozzie_schultz-2231;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Consequuntur iste.;Deleniti et.;Quo illum.;<p>Nemo velit repellendus. Voluptatem sed quas. Et nostrum et.</p>;<p>Placeat quasi repellendus. Et voluptatem aut. Quibusdam eos delectus.</p>;<p>Libero vel saepe. Adipisci nihil qui. Dicta et enim.</p>;2024-10-27 00:00:00 UTC;2024-10-27 02:00:00 UTC;0;0;;6228 Brendon Prairie 04971-9893 Lacreshahaven;;NIGHT-MEET-2025-01-29;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/29;"";"";true;false;;;2025-01-29 11:12:08 UTC;2025-01-29 11:12:09 UTC;;;0;false;true;false;;;true;4;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;;;Decidim::UserBaseEntity;;;;<p>Assumenda labore reprehenderit. Officiis pariatur nobis. Distinctio rerum sint.</p>;<p>Natus id amet. At quo suscipit. Quis ut aut.</p>;<p>Laboriosam est non. Quam quod quis. Occaecati reiciendis impedit.</p>;20;false;false;online;all;open_in_new_tab;0;registration_disabled;;;;;;
30;1;Juan Funk;https://nightly.decidim.org/profiles/lindsey-8774;1;https://nightly.decidim.org/assemblies/compete-scale;"";23;Suscipit sapiente.;Amet qui.;Qui id.;<p>Labore nam dolores. Alias dolorem ut. Esse eligendi eos.</p>;<p>Eum maxime modi. Quia ad debitis. Omnis praesentium at.</p>;<p>Dolorum mollitia consequatur. Voluptas sunt dolorem. Repudiandae rerum fugiat.</p>;2024-10-31 00:00:00 UTC;2024-10-31 01:00:00 UTC;0;0;;4916 Fernande Estate 03539-9319 North Shylashire;;NIGHT-MEET-2025-01-30;0;https://nightly.decidim.org/assemblies/compete-scale/f/23/meetings/30;"";"";true;false;;;2025-01-29 11:12:09 UTC;2025-01-29 11:12:10 UTC;;;0;false;true;false;;;true;2;https://www.youtube.com/watch?v=f6JMgJAQ2tc;;;;http://torp.example/darcie.hahn;6;Decidim::UserBaseEntity;;;;<p>Aut blanditiis ut. Occaecati non corporis. Atque occaecati qui.</p>;<p>Voluptatem quasi recusandae. Possimus quo similique. Omnis vel sed.</p>;<p>Ea similique consequuntur. Laborum reiciendis libero. Provident ea deserunt.</p>;10;true;false;online;all;embed_in_meeting_page;0;on_different_platform;;;;;;
